,host_response_time,host_response_rate,host_is_superhost,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,amenities_%
1160,1,100,0,51.22545,4.40624,2,1.0,1,1.0,75.00,94.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1161,3,100,1,51.22554,4.40006,6,1.5,2,2.0,140.00,95.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1162,3,100,0,51.20978,4.39867,2,1.5,1,1.0,45.00,84.0,1,0,0,0,0,0,0,0,1,21.428571428571427
1163,1,100,0,51.21954,4.42434,4,1.0,1,3.0,74.00,93.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1164,2,100,1,51.18572,4.38382,2,1.0,1,1.0,50.00,95.0,0,0,1,0,0,0,0,0,1,50.0
1165,3,90,0,51.19785,4.395169999999999,2,1.0,1,1.0,39.00,96.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1166,1,100,1,51.22801,4.46131,5,1.5,3,3.0,115.00,99.0,1,0,0,0,0,0,0,0,1,64.28571428571429
1167,0,0,0,51.27093,4.45025,3,1.5,1,2.0,29.00,93.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1168,0,0,0,51.22185,4.43026,2,1.0,1,1.0,30.00,95.0,0,0,1,0,0,0,0,0,1,21.428571428571427
1169,0,0,0,51.18326,4.39741,3,1.0,1,2.0,85.00,100.0,0,0,1,0,0,0,0,0,1,42.857142857142854
1170,3,100,0,51.20827,4.42874,8,2.0,3,5.0,590.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1171,2,100,0,51.17754,4.42315,6,1.5,2,3.0,59.00,89.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1172,1,100,0,51.2196,4.42402,2,1.0,1,1.0,120.00,100.0,0,0,1,0,0,0,0,0,1,50.0
1173,0,0,0,51.20551,4.41591,2,1.0,1,2.0,140.00,100.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1174,4,0,0,51.22319,4.40164,2,1.0,0,1.0,90.00,96.0,1,0,0,0,0,0,0,0,1,14.285714285714285
1175,1,100,1,51.20802,4.45873,2,1.0,1,1.0,58.00,98.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1176,1,100,0,51.21866,4.41291,2,1.0,1,1.0,60.00,95.0,1,0,0,0,0,0,0,0,1,50.0
1177,2,100,1,51.20922,4.4305,4,1.0,2,2.0,100.00,98.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1178,1,100,1,51.21779,4.40687,2,1.0,1,4.0,100.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1179,1,100,1,51.216879999999996,4.426819999999999,2,1.0,1,1.0,40.00,97.0,0,0,1,0,0,0,0,0,1,42.857142857142854
1180,0,0,1,51.20879,4.41919,2,1.0,1,1.0,55.00,97.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1181,1,100,0,51.21864,4.42603,2,1.0,1,1.0,120.00,100.0,0,0,1,0,0,0,0,0,1,50.0
1182,3,100,0,51.20091,4.41202,2,1.5,1,1.0,55.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1183,1,100,0,51.22112,4.42248,2,1.0,0,1.0,54.00,94.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1184,3,90,0,51.19948,4.39348,2,1.0,1,1.0,39.00,94.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1185,0,0,0,51.20532,4.41475,2,1.0,2,1.0,39.00,93.0,1,0,0,0,0,0,0,0,1,14.285714285714285
1186,1,98,0,51.22995,4.41407,4,1.5,0,2.0,53.00,95.0,1,0,0,0,0,0,0,0,1,50.0
1187,1,98,0,51.22813,4.4134199999999995,6,1.5,1,4.0,104.00,93.0,1,0,0,0,0,0,0,0,1,50.0
1188,1,98,0,51.2282,4.41329,6,1.5,1,4.0,84.00,95.0,1,0,0,0,0,0,0,0,1,50.0
1189,1,98,0,51.22991,4.41514,4,1.5,1,1.0,75.00,93.0,1,0,0,0,0,0,0,0,1,50.0
1190,2,100,1,51.27155,4.450019999999999,3,1.5,1,2.0,45.00,85.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1191,1,100,0,51.20236,4.43361,16,1.0,1,14.0,33.00,100.0,0,1,0,0,0,0,0,0,1,35.714285714285715
1192,1,100,0,51.22083,4.41314,2,1.0,0,1.0,65.00,84.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1193,2,100,1,51.222770000000004,4.4009,2,1.0,1,1.0,59.00,99.0,1,0,0,0,0,0,0,0,1,50.0
1194,1,100,1,51.21464,4.39574,14,5.0,4,14.0,400.00,96.0,1,0,0,0,0,0,0,0,1,50.0
1195,1,100,1,51.2261,4.42123,2,1.0,1,1.0,38.00,96.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1196,2,100,0,51.22012,4.46847,2,1.5,1,1.0,45.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1197,1,100,1,51.220490000000005,4.4188,3,1.0,2,2.0,74.00,97.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1198,1,100,1,51.22587,4.40527,4,1.0,2,3.0,99.00,97.0,1,0,0,0,0,0,0,0,1,50.0
1199,0,0,0,51.233309999999996,4.426480000000001,1,1.0,1,1.0,26.00,93.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1200,1,100,0,51.21526,4.40932,3,1.5,0,3.0,49.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1201,1,100,1,51.2182,4.4141900000000005,2,1.5,1,1.0,50.00,98.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1202,1,100,0,51.229279999999996,4.43027,4,1.0,2,4.0,85.00,92.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1203,1,100,1,51.220009999999995,4.43215,4,1.0,1,2.0,95.00,99.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1204,1,90,0,51.21524,4.39551,4,1.0,2,2.0,115.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1205,1,100,0,51.19638,4.40714,5,1.0,2,2.0,175.00,64.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1206,1,100,0,51.197540000000004,4.40899,4,1.0,2,4.0,40.00,100.0,1,0,0,0,0,0,0,0,1,50.0
1207,0,0,0,51.21687,4.40115,2,1.0,1,1.0,150.00,100.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1208,0,0,0,51.212270000000004,4.41769,2,1.0,1,1.0,80.00,95.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1209,0,0,0,51.2049,4.38845,1,1.0,1,1.0,18.00,100.0,0,0,0,1,0,0,0,0,1,21.428571428571427
1210,0,0,0,51.23717,4.43671,2,1.0,1,3.0,15.00,100.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1211,1,100,1,51.21947,4.43067,2,1.0,1,1.0,50.00,96.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1212,1,100,1,51.226290000000006,4.42044,2,1.0,1,1.0,51.00,98.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1213,1,100,0,51.198170000000005,4.40672,6,1.0,3,3.0,195.00,85.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1214,0,0,0,51.17277,4.391859999999999,3,1.0,1,3.0,61.00,0.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1215,0,0,0,51.19924,4.39435,4,1.5,2,2.0,60.00,100.0,1,0,0,0,0,0,0,0,1,50.0
1216,1,100,0,51.21921,4.40684,3,1.0,0,1.0,60.00,95.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1217,1,100,0,51.22011,4.40782,3,1.0,0,1.0,60.00,93.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1218,2,100,1,51.22246,4.4001,2,1.0,1,1.0,39.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1219,2,78,0,51.21335,4.410419999999999,2,1.0,1,2.0,45.00,87.0,0,0,1,0,0,0,0,0,1,50.0
1220,3,100,0,51.2166,4.4156,2,1.0,2,1.0,37.00,93.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1221,0,0,0,51.22441,4.43461,4,1.0,2,1.0,150.00,0.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1222,1,100,0,51.22155,4.40346,2,1.0,1,2.0,49.00,97.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1223,1,100,0,51.1978,4.40825,6,1.0,3,3.0,195.00,75.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1224,1,100,0,51.19814,4.40819,6,1.5,3,3.0,195.00,76.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1225,1,100,1,51.22214,4.4073,2,1.0,1,2.0,46.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1226,2,90,0,51.22871,4.3915,6,0.0,2,2.0,9.00,0.0,0,0,1,0,0,0,0,0,1,7.142857142857142
1227,3,100,0,51.2251,4.41896,5,1.5,2,3.0,60.00,93.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1228,1,98,1,51.22137,4.39989,2,1.5,1,1.0,45.00,97.0,0,0,1,0,0,0,0,0,1,42.857142857142854
1229,0,0,0,51.22088,4.41573,3,1.0,2,3.0,49.00,88.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1230,1,100,0,51.23235,4.410069999999999,4,1.0,2,2.0,58.00,96.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1231,1,100,0,51.22875,4.4285,1,4.0,2,2.0,38.00,96.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1232,1,100,1,51.21158,4.429209999999999,4,1.0,2,2.0,80.00,96.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1233,2,100,1,51.18383,4.39205,4,1.0,2,2.0,89.00,94.0,1,0,0,0,0,0,0,0,1,64.28571428571429
1234,3,75,0,51.18229,4.39144,2,1.0,1,1.0,55.00,90.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1235,1,100,0,51.22283,4.41058,6,1.0,3,4.0,99.00,92.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1236,1,100,0,51.21584,4.39835,4,1.5,1,1.0,89.00,94.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1237,3,100,0,51.193870000000004,4.40897,4,1.0,2,3.0,60.00,93.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1238,1,100,0,51.22002,4.4223300000000005,3,1.0,0,1.0,78.00,94.0,1,0,0,0,0,0,0,0,1,50.0
1239,1,100,0,51.21893,4.43524,2,1.0,1,1.0,48.00,97.0,1,0,0,0,0,0,0,0,1,21.428571428571427
1240,1,100,1,51.21674,4.41204,4,1.0,2,3.0,74.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1241,0,0,0,51.2199,4.40693,2,1.0,1,1.0,70.00,98.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1242,3,100,1,51.208040000000004,4.3989199999999995,2,1.0,1,1.0,85.00,99.0,1,0,0,0,0,0,0,0,1,21.428571428571427
1243,1,100,1,51.20987,4.42545,2,1.0,1,1.0,60.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1244,1,100,1,51.19429,4.40198,2,1.5,1,1.0,142.00,100.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1245,0,0,0,51.207209999999996,4.40309,2,1.0,1,2.0,85.00,0.0,1,0,0,0,0,0,0,0,1,50.0
1246,1,100,0,51.211999999999996,4.40509,2,1.5,1,1.0,30.00,93.0,0,0,1,0,0,0,0,0,1,42.857142857142854
1247,0,0,0,51.21219,4.39616,2,1.0,1,1.0,90.00,88.0,1,0,0,0,0,0,0,0,1,50.0
1248,1,100,1,51.216029999999996,4.4288,5,1.0,2,2.0,85.00,93.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1249,1,90,1,51.22667,4.41862,2,1.5,1,1.0,60.00,99.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1250,1,78,0,51.22788,4.43795,16,2.5,7,9.0,185.00,87.0,1,0,0,0,0,0,0,0,1,50.0
1251,1,90,0,51.22258,4.40189,4,1.0,1,2.0,160.00,92.0,1,0,0,0,0,0,0,0,1,50.0
1252,2,100,0,51.21218,4.45196,2,1.0,1,1.0,60.00,70.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1253,0,0,0,51.21846,4.37895,2,1.0,2,1.0,65.00,93.0,1,0,0,0,0,0,0,0,1,50.0
1254,1,100,0,51.20675,4.38494,2,1.5,1,2.0,60.00,95.0,1,0,0,0,0,0,0,0,1,50.0
1255,0,0,0,51.2208,4.43813,4,1.0,2,2.0,55.00,96.0,0,0,1,0,0,0,0,0,1,21.428571428571427
1256,2,100,1,51.18411,4.38084,2,1.0,1,1.0,49.00,95.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1257,0,0,0,51.20032,4.39735,2,2.0,1,1.0,70.00,92.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1258,1,100,0,51.215920000000004,4.4157,4,1.5,2,2.0,90.00,91.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1259,1,100,1,51.2226,4.443309999999999,3,2.5,1,3.0,22.00,98.0,0,0,0,1,0,0,0,0,1,42.857142857142854
1260,1,100,0,51.23012,4.40606,5,1.0,2,5.0,112.00,87.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1261,1,100,1,51.221000000000004,4.44256,2,2.5,1,1.0,22.00,96.0,0,0,1,0,0,0,0,0,1,42.857142857142854
1262,0,0,0,51.207370000000004,4.40177,2,1.0,1,1.0,145.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1263,0,0,0,51.18475,4.39307,3,1.0,1,2.0,110.00,0.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1264,1,100,0,51.16511,4.387630000000001,2,1.0,1,1.0,62.00,94.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1265,4,0,0,51.210229999999996,4.40132,2,1.0,0,1.0,44.00,74.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1266,1,100,0,51.20885,4.3951199999999995,4,1.0,2,3.0,195.00,56.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1267,0,0,0,51.227470000000004,4.4361,6,1.5,2,3.0,195.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1268,1,100,0,51.217909999999996,4.42317,3,1.0,0,1.0,59.00,87.0,1,0,0,0,0,0,0,0,1,50.0
1269,1,100,0,51.2183,4.40581,5,1.0,2,3.0,149.00,80.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1270,1,98,0,51.23102,4.41108,4,1.0,1,1.0,999.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1271,1,100,1,51.22182,4.39809,2,1.0,1,1.0,42.00,97.0,1,0,0,0,0,0,0,0,1,21.428571428571427
1272,0,0,0,51.2163,4.41772,3,1.0,0,1.0,129.00,80.0,0,0,1,0,0,0,0,0,1,50.0
1273,1,100,1,51.21066,4.40648,2,1.0,1,1.0,45.00,96.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1274,1,100,0,51.18421,4.39321,1,1.0,1,1.0,50.00,100.0,0,0,1,0,0,0,0,0,1,50.0
1275,0,0,0,51.25645,4.457730000000001,4,1.0,1,2.0,60.00,86.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1276,0,0,0,51.2047,4.39721,2,1.0,1,1.0,49.00,0.0,1,0,0,0,0,0,0,0,1,50.0
1277,1,83,0,51.20883,4.39184,2,1.0,1,1.0,70.00,92.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1278,0,0,0,51.22566,4.40333,2,1.0,1,1.0,35.00,91.0,0,0,1,0,0,0,0,0,1,21.428571428571427
1279,1,100,0,51.20814,4.4156,2,1.0,1,2.0,24.00,0.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1280,4,0,0,51.22605,4.42025,4,1.5,2,2.0,250.00,100.0,1,0,0,0,0,0,0,0,1,71.42857142857143
1281,1,100,0,51.21787,4.4234,4,1.0,2,3.0,89.00,96.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1282,1,100,0,51.21779,4.42189,2,1.0,1,1.0,69.00,75.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1283,1,100,0,51.22112,4.418830000000001,4,1.0,1,2.0,66.00,95.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1284,3,100,0,51.21608,4.40399,4,1.0,2,4.0,100.00,90.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1285,1,100,1,51.217929999999996,4.40088,2,1.0,0,2.0,60.00,99.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1286,0,0,0,51.22592,4.40569,6,1.5,2,2.0,70.00,83.0,1,0,0,0,0,0,0,0,1,7.142857142857142
1287,1,100,0,51.20552,4.41691,2,1.0,0,2.0,23.00,20.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1288,1,100,0,51.20932,4.40439,2,1.0,1,1.0,70.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1289,1,90,0,51.224070000000005,4.40289,5,1.0,1,3.0,110.00,95.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1290,1,100,0,51.234120000000004,4.42163,2,1.0,0,1.0,55.00,95.0,1,0,0,0,0,0,0,0,1,21.428571428571427
1291,1,100,0,51.20089,4.41161,6,1.0,2,5.0,69.00,89.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1292,1,100,0,51.20805,4.4043,4,1.0,2,3.0,82.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1293,1,100,1,51.18806,4.42888,1,1.0,1,1.0,17.00,97.0,0,0,1,0,0,0,0,0,1,50.0
1294,1,100,0,51.208290000000005,4.4044300000000005,2,1.0,1,1.0,67.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1295,1,100,0,51.208870000000005,4.42632,4,1.0,2,2.0,70.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1296,1,100,0,51.21383,4.39719,7,2.0,2,3.0,150.00,98.0,1,0,0,0,0,0,0,0,1,50.0
1297,2,100,0,51.18374,4.39495,6,1.5,2,5.0,100.00,100.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1298,0,0,0,51.20684,4.455419999999999,2,1.0,0,1.0,38.00,0.0,0,0,1,0,0,0,0,0,1,14.285714285714285
1299,0,0,0,51.22181,4.48577,5,1.0,1,2.0,80.00,90.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1300,1,100,1,51.2224,4.40193,4,1.0,2,3.0,140.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1301,1,100,1,51.21478,4.41004,5,1.0,2,3.0,79.00,96.0,1,0,0,0,0,0,0,0,1,50.0
1302,1,78,0,51.22098,4.4166,4,1.0,0,2.0,68.00,85.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1303,1,100,1,51.22137,4.399290000000001,4,1.0,0,2.0,62.00,97.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1304,1,100,0,51.22233,4.40615,2,1.0,1,2.0,69.00,89.0,0,1,0,0,0,0,0,0,1,21.428571428571427
1305,1,100,1,51.22218,4.44203,2,2.5,1,1.0,22.00,98.0,0,0,1,0,0,0,0,0,1,42.857142857142854
1306,1,100,1,51.21332,4.3918,6,1.0,2,3.0,80.00,98.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1307,1,100,0,51.22331,4.44025,5,1.0,2,1.0,95.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1308,0,0,0,51.27152,4.44984,2,1.0,1,2.0,60.00,0.0,0,0,1,0,0,0,0,0,1,21.428571428571427
1309,2,100,1,51.20991,4.40264,1,2.0,1,2.0,22.00,98.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1310,1,100,1,51.22113,4.44344,1,1.0,1,2.0,20.00,93.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1311,1,100,1,51.28035,4.41679,16,2.5,4,8.0,49.00,98.0,1,0,0,0,0,0,0,0,1,64.28571428571429
1312,2,100,1,51.2177,4.40512,4,1.5,2,2.0,100.00,97.0,1,0,0,0,0,0,0,0,1,50.0
1313,0,0,0,51.22661,4.43349,2,1.0,1,1.0,84.00,100.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1314,0,0,0,51.222190000000005,4.41361,4,1.5,2,2.0,95.00,100.0,1,0,0,0,0,0,0,0,1,64.28571428571429
1315,3,86,1,51.21883,4.39842,9,2.5,2,9.0,210.00,95.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1316,3,86,1,51.21626,4.3948,6,2.0,2,3.0,135.00,0.0,1,0,0,0,0,0,0,0,1,50.0
1317,3,73,0,51.22113,4.41629,2,1.0,1,1.0,85.00,73.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1318,3,100,0,51.22568,4.40714,2,1.0,1,1.0,45.00,60.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1319,2,100,0,51.21213,4.4502,2,1.0,1,1.0,60.00,90.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1320,1,100,0,51.225770000000004,4.43963,2,1.0,1,2.0,30.00,82.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1321,1,100,0,51.22011,4.42587,2,1.0,1,1.0,43.00,97.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1322,0,0,0,51.210440000000006,4.39637,2,1.0,1,1.0,65.00,93.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1323,1,100,0,51.23086,4.42606,8,1.5,4,6.0,116.00,90.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1324,1,100,0,51.23952,4.44346,1,1.0,1,1.0,25.00,93.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1325,0,0,0,51.21096,4.39776,3,1.0,1,1.0,30.00,100.0,1,0,0,0,0,0,0,0,1,21.428571428571427
1326,1,100,1,51.22191,4.40804,2,1.0,1,1.0,42.00,98.0,0,0,1,0,0,0,0,0,1,14.285714285714285
1327,1,100,1,51.20225,4.4046400000000006,2,1.0,1,1.0,69.00,100.0,1,0,0,0,0,0,0,0,1,64.28571428571429
1328,1,100,0,51.215920000000004,4.42658,4,1.0,1,1.0,95.00,94.0,1,0,0,0,0,0,0,0,1,50.0
1329,1,100,0,51.216590000000004,4.42856,6,1.5,2,2.0,135.00,94.0,1,0,0,0,0,0,0,0,1,50.0
1330,1,100,1,51.2102,4.40791,2,1.5,1,1.0,49.00,97.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1331,1,100,0,51.22371,4.4393199999999995,2,1.0,1,1.0,45.00,87.0,0,0,1,0,0,0,0,0,1,50.0
1332,1,100,1,51.22084,4.44404,3,2.5,1,2.0,22.00,97.0,0,0,1,0,0,0,0,0,1,42.857142857142854
1333,0,0,0,51.2211,4.43679,1,1.0,1,1.0,350.00,0.0,0,0,1,0,0,0,0,0,1,14.285714285714285
1334,1,100,0,51.20358,4.399290000000001,2,1.0,1,1.0,60.00,94.0,1,0,0,0,0,0,0,0,1,50.0
1335,2,100,1,51.22695,4.43767,4,1.0,1,2.0,90.00,98.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1336,2,100,0,51.218109999999996,4.41625,4,2.5,2,2.0,130.00,97.0,1,0,0,0,0,0,0,0,1,21.428571428571427
1337,1,100,0,51.2233,4.4055,2,1.0,1,2.0,59.00,89.0,0,1,0,0,0,0,0,0,1,21.428571428571427
1338,1,100,1,51.221790000000006,4.40191,2,1.5,1,1.0,69.00,98.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1339,1,100,0,51.23024,4.40625,4,1.0,1,4.0,52.00,91.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1340,1,100,1,51.218740000000004,4.4013599999999995,8,1.5,2,4.0,99.00,98.0,1,0,0,0,0,0,0,0,1,64.28571428571429
1341,1,100,1,51.22038,4.40862,4,1.5,2,2.0,79.00,95.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1342,1,100,0,51.20738,4.41279,2,1.0,0,2.0,44.00,84.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1343,1,100,0,51.20935,4.41263,4,1.0,1,2.0,71.00,89.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1344,2,100,1,51.20365,4.3991,1,1.0,0,1.0,35.00,98.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1345,3,90,1,51.22396,4.4813,2,1.0,2,1.0,28.00,96.0,0,0,1,0,0,0,0,0,1,50.0
1346,1,100,0,51.21007,4.40763,1,1.5,1,1.0,75.00,100.0,1,0,0,0,0,0,0,0,1,21.428571428571427
1347,1,100,1,51.21584,4.41292,2,1.5,2,2.0,119.00,100.0,1,0,0,0,0,0,0,0,1,50.0
1348,1,100,0,51.22428,4.40436,8,1.0,1,5.0,35.00,88.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1349,1,100,1,51.21993,4.43291,6,2.0,2,3.0,145.00,100.0,1,0,0,0,0,0,0,0,1,50.0
1350,0,0,1,51.20701,4.39732,2,1.0,1,1.0,39.00,96.0,0,0,1,0,0,0,0,0,1,35.714285714285715
1351,1,100,1,51.18249,4.3925,2,1.0,1,1.0,30.00,97.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1352,2,100,1,51.21405,4.4313,2,1.0,1,1.0,79.00,98.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1353,2,100,1,51.21475,4.4343900000000005,2,1.0,1,1.0,29.00,95.0,0,0,1,0,0,0,0,0,1,14.285714285714285
1354,1,86,0,51.17864,4.43701,2,1.5,1,1.0,95.00,92.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1355,1,98,1,51.22025,4.41456,4,1.0,2,2.0,90.00,90.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1356,1,100,0,51.17492,4.40345,2,1.5,1,1.0,45.00,98.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1357,1,100,1,51.18379,4.39372,2,1.0,1,1.0,30.00,99.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1358,1,100,1,51.18335,4.39309,6,1.0,2,3.0,120.00,100.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1359,1,100,0,51.233509999999995,4.470280000000001,5,1.0,2,2.0,59.00,100.0,1,0,0,0,0,0,0,0,1,50.0
1360,0,0,0,51.22367,4.40076,2,1.0,1,1.0,55.00,96.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1361,2,100,0,51.21315,4.44881,2,1.0,1,1.0,60.00,80.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1362,0,0,0,51.21463,4.425680000000001,2,1.0,1,1.0,45.00,0.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1363,1,100,0,51.22291,4.41134,2,1.0,1,1.0,69.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
1364,1,100,1,51.211059999999996,4.401,2,1.0,1,1.0,65.00,95.0,0,0,1,0,0,0,0,0,1,28.57142857142857
1365,1,100,0,51.21116,4.3972,2,1.0,1,1.0,70.00,93.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1366,0,0,0,51.22605,4.40905,2,1.0,0,1.0,85.00,100.0,1,0,0,0,0,0,0,0,1,21.428571428571427
1367,1,100,1,51.21653,4.415030000000001,2,1.0,1,1.0,65.00,96.0,1,0,0,0,0,0,0,0,1,57.14285714285714
1368,0,0,0,51.214929999999995,4.40057,4,1.0,1,2.0,93.00,0.0,1,0,0,0,0,0,0,0,1,42.857142857142854
1369,1,80,0,51.221340000000005,4.43616,2,1.0,0,1.0,36.00,93.0,1,0,0,0,0,0,0,0,1,14.285714285714285
1370,1,100,1,51.22095,4.40355,3,1.0,2,2.0,56.00,98.0,1,0,0,0,0,0,0,0,1,28.57142857142857
1371,0,0,0,51.21889,4.42804,6,1.0,2,4.0,56.00,94.0,1,0,0,0,0,0,0,0,1,42.857142857142854
