,host_response_time,host_response_rate,host_is_superhost,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,amenities_%
542,0,0,0,51.18026,4.38927,2,1.0,1,1.0,50.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
543,0,0,0,51.22293,4.40216,2,1.0,1,1.0,75.00,80.0,1,0,0,0,0,0,0,0,1,28.57142857142857
544,1,100,1,51.216440000000006,4.398630000000001,2,1.5,1,0.0,65.00,94.0,1,0,0,0,0,0,0,0,1,57.14285714285714
545,0,0,0,51.2105,4.4069,2,1.0,1,1.0,50.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
546,1,100,1,51.21055,4.46234,2,1.5,1,1.0,34.00,96.0,0,0,1,0,0,0,0,0,1,50.0
547,0,0,0,51.197990000000004,4.4103900000000005,2,1.0,1,2.0,75.00,0.0,1,0,0,0,0,0,0,0,1,35.714285714285715
548,2,100,1,51.20713,4.38941,2,1.0,1,1.0,60.00,93.0,1,0,0,0,0,0,0,0,1,42.857142857142854
549,1,100,1,51.215790000000005,4.39866,2,1.0,0,0.0,54.00,96.0,1,0,0,0,0,0,0,0,1,50.0
550,1,100,0,51.21756,4.4261,5,1.0,2,3.0,60.00,88.0,1,0,0,0,0,0,0,0,1,35.714285714285715
551,0,0,0,51.22415,4.42269,2,1.5,1,1.0,45.00,89.0,0,0,1,0,0,0,0,0,1,57.14285714285714
552,3,100,1,51.21847,4.4253599999999995,2,1.5,1,1.0,50.00,96.0,1,0,0,0,0,0,0,0,1,28.57142857142857
553,4,33,0,51.200309999999995,4.45854,2,1.0,1,2.0,65.00,100.0,0,0,1,0,0,0,0,0,1,35.714285714285715
554,0,0,0,51.21861,4.43996,4,1.0,0,2.0,118.00,99.0,1,0,0,0,0,0,0,0,1,50.0
555,3,100,0,51.20845,4.38929,8,2.0,3,5.0,250.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
556,2,100,0,51.18600000000001,4.39778,1,1.0,1,1.0,26.00,90.0,0,0,1,0,0,0,0,0,1,35.714285714285715
557,1,100,1,51.218779999999995,4.41043,4,2.0,1,3.0,100.00,94.0,1,0,0,0,0,0,0,0,1,50.0
558,1,100,1,51.22013,4.42361,2,1.0,1,1.0,55.00,97.0,1,0,0,0,0,0,0,0,1,42.857142857142854
559,1,100,1,51.21771,4.41204,8,1.5,2,2.0,99.00,98.0,1,0,0,0,0,0,0,0,1,57.14285714285714
560,0,0,0,51.212959999999995,4.40546,5,1.0,3,4.0,120.00,90.0,1,0,0,0,0,0,0,0,1,35.714285714285715
561,2,100,0,51.20722,4.41402,8,2.5,3,4.0,305.00,95.0,1,0,0,0,0,0,0,0,1,57.14285714285714
562,2,100,1,51.17072,4.3914800000000005,2,1.0,1,1.0,25.00,98.0,0,0,1,0,0,0,0,0,1,50.0
563,3,67,0,51.218340000000005,4.43299,2,1.0,1,2.0,73.00,95.0,0,0,1,0,0,0,0,0,1,35.714285714285715
564,0,0,0,51.22925,4.42572,2,1.0,1,0.0,42.00,94.0,1,0,0,0,0,0,0,0,1,35.714285714285715
565,0,0,0,51.2266,4.4164900000000005,1,1.0,1,1.0,15.00,91.0,0,0,1,0,0,0,0,0,1,28.57142857142857
566,2,100,0,51.221059999999994,4.40108,7,1.5,3,3.0,225.00,92.0,1,0,0,0,0,0,0,0,1,50.0
567,1,100,1,51.21346,4.405069999999999,6,1.0,3,3.0,162.00,98.0,1,0,0,0,0,0,0,0,1,64.28571428571429
568,0,0,0,51.22441,4.41605,2,1.0,1,1.0,60.00,98.0,0,0,1,0,0,0,0,0,1,64.28571428571429
569,0,0,0,51.20625,4.4471099999999995,2,1.0,0,1.0,85.00,70.0,1,0,0,0,0,0,0,0,1,50.0
570,3,67,0,51.23767,4.44468,2,1.0,1,1.0,45.00,97.0,0,0,1,0,0,0,0,1,0,21.428571428571427
571,3,89,0,51.21143,4.398540000000001,5,1.0,2,3.0,89.00,95.0,0,0,1,0,0,0,0,0,1,42.857142857142854
572,3,100,1,51.193329999999996,4.4006,2,1.0,1,1.0,43.00,98.0,0,0,1,0,0,0,0,0,1,42.857142857142854
573,0,0,0,51.17628,4.42457,2,1.0,1,1.0,31.00,92.0,1,0,0,0,0,0,0,0,1,50.0
574,2,100,1,51.21783,4.4303099999999995,2,1.0,1,1.0,53.00,97.0,1,0,0,0,0,0,0,0,1,50.0
575,0,0,0,51.22032,4.426819999999999,4,1.0,1,1.0,60.00,97.0,1,0,0,0,0,0,0,0,1,42.857142857142854
576,2,100,1,51.22186,4.4088400000000005,4,1.5,2,2.0,120.00,98.0,1,0,0,0,0,0,0,0,1,57.14285714285714
577,1,100,0,51.21933,4.42287,2,1.0,1,1.0,50.00,95.0,1,0,0,0,0,0,0,0,1,50.0
578,2,100,0,51.19509,4.42335,4,1.0,1,2.0,40.00,95.0,1,0,0,0,0,0,0,0,1,28.57142857142857
579,0,0,0,51.18158,4.35222,6,1.0,3,6.0,130.00,93.0,0,0,1,0,0,0,0,0,1,50.0
580,0,0,0,51.180690000000006,4.35164,2,1.0,1,2.0,35.00,100.0,0,0,1,0,0,0,0,0,1,57.14285714285714
581,0,0,0,51.21306,4.4000699999999995,2,1.0,0,1.0,60.00,89.0,1,0,0,0,0,0,0,0,1,42.857142857142854
582,2,80,0,51.253029999999995,4.44475,2,1.0,1,1.0,46.00,100.0,1,0,0,0,0,0,0,0,1,57.14285714285714
583,0,0,0,51.20565,4.391380000000001,2,1.0,1,1.0,75.00,83.0,1,0,0,0,0,0,0,0,1,7.142857142857142
584,1,100,0,51.20649,4.41188,2,1.5,1,1.0,39.00,91.0,0,0,1,0,0,0,0,1,0,35.714285714285715
585,1,100,0,51.21201,4.41054,3,1.0,1,1.0,90.00,94.0,1,0,0,0,0,0,0,0,1,35.714285714285715
586,3,100,0,51.20722,4.38952,4,1.0,1,2.0,65.00,97.0,1,0,0,0,0,0,0,0,1,42.857142857142854
587,0,0,0,51.221779999999995,4.434830000000001,7,1.5,3,4.0,100.00,98.0,1,0,0,0,0,0,0,0,1,57.14285714285714
588,0,0,1,51.211220000000004,4.45233,2,1.0,1,1.0,50.00,97.0,0,0,1,0,0,0,0,0,1,28.57142857142857
589,1,100,0,51.17776,4.34995,2,1.0,1,1.0,85.00,92.0,0,0,1,0,0,0,0,0,1,21.428571428571427
590,0,0,0,51.19352,4.411980000000001,2,1.0,1,1.0,65.00,0.0,1,0,0,0,0,0,0,0,1,50.0
591,0,0,0,51.21696,4.39432,2,1.0,1,1.0,155.00,95.0,1,0,0,0,0,0,0,0,1,57.14285714285714
592,0,0,0,51.215140000000005,4.3944,2,1.0,1,1.0,125.00,95.0,1,0,0,0,0,0,0,0,1,50.0
593,0,0,0,51.21651,4.3955,2,1.0,1,1.0,155.00,60.0,0,0,1,0,0,0,0,0,1,57.14285714285714
594,0,0,0,51.20115,4.4309199999999995,4,1.0,1,2.0,60.00,90.0,1,0,0,0,0,0,0,0,1,35.714285714285715
595,3,100,0,51.21594,4.43979,3,1.0,1,1.0,63.00,90.0,1,0,0,0,0,0,0,0,1,28.57142857142857
596,0,0,0,51.216840000000005,4.39354,2,1.0,0,1.0,155.00,100.0,1,0,0,0,0,0,0,0,1,57.14285714285714
597,0,0,0,51.214940000000006,4.39422,2,1.0,0,1.0,125.00,0.0,1,0,0,0,0,0,0,0,1,50.0
598,2,90,1,51.21875,4.40056,4,1.0,1,4.0,99.00,99.0,1,0,0,0,0,0,0,0,1,42.857142857142854
599,1,100,1,51.20068,4.42195,2,1.5,1,1.0,39.00,93.0,0,0,1,0,0,0,0,0,1,7.142857142857142
600,1,100,0,51.22876,4.4034699999999996,7,2.0,2,5.0,65.00,96.0,1,0,0,0,0,0,0,0,1,35.714285714285715
601,1,100,0,51.22262,4.40979,4,1.0,1,1.0,47.00,88.0,1,0,0,0,0,0,0,0,1,42.857142857142854
602,0,0,0,51.22166,4.39955,3,1.0,1,1.0,50.00,73.0,1,0,0,0,0,0,0,0,1,21.428571428571427
603,1,100,1,51.23117,4.41351,3,1.5,1,1.0,100.00,100.0,1,0,0,0,0,0,0,0,1,57.14285714285714
604,1,100,0,51.17673,4.34892,2,1.5,1,1.0,41.00,97.0,0,0,1,0,0,0,0,0,1,42.857142857142854
605,2,100,1,51.22955,4.41582,3,1.0,2,2.0,60.00,85.0,1,0,0,0,0,0,0,0,1,42.857142857142854
606,1,100,1,51.22149,4.42964,4,1.5,2,2.0,59.00,98.0,1,0,0,0,0,0,0,0,1,50.0
607,2,90,1,51.21929,4.39909,4,1.5,1,4.0,99.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
608,0,0,0,51.20613,4.41765,2,1.5,1,1.0,45.00,96.0,1,0,0,0,0,0,0,0,1,28.57142857142857
609,2,100,1,51.22287,4.41779,2,1.5,1,0.0,60.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
610,0,0,0,51.2187,4.43164,6,1.0,2,6.0,100.00,95.0,1,0,0,0,0,0,0,0,1,64.28571428571429
611,0,0,0,51.233109999999996,4.42235,2,1.0,1,1.0,40.00,95.0,1,0,0,0,0,0,0,0,1,35.714285714285715
612,0,0,0,51.208420000000004,4.42539,2,1.0,0,1.0,60.00,0.0,1,0,0,0,0,0,0,0,1,28.57142857142857
613,1,80,1,51.22558,4.40575,2,1.5,1,1.0,99.00,95.0,1,0,0,0,0,0,0,0,1,42.857142857142854
614,1,100,0,51.23522,4.40641,2,1.0,1,1.0,50.00,88.0,0,0,1,0,0,0,0,0,1,50.0
615,1,100,0,51.198440000000005,4.45621,2,1.5,1,1.0,68.00,85.0,1,0,0,0,0,0,0,0,1,50.0
616,0,0,0,51.20032,4.46159,1,1.0,1,1.0,49.00,98.0,0,0,1,0,0,0,0,0,1,64.28571428571429
617,3,100,1,51.198190000000004,4.39669,5,1.0,2,5.0,90.00,96.0,1,0,0,0,0,0,0,0,1,42.857142857142854
618,1,100,0,51.2179,4.39942,4,1.0,2,3.0,99.00,95.0,1,0,0,0,0,0,0,0,1,57.14285714285714
619,1,100,1,51.22323,4.40161,2,1.0,0,1.0,60.00,96.0,1,0,0,0,0,0,0,0,1,42.857142857142854
620,3,100,1,51.2073,4.3928400000000005,2,1.5,1,1.0,75.00,97.0,1,0,0,0,0,0,0,0,1,50.0
621,1,100,1,51.19359,4.41753,4,1.0,1,4.0,80.00,99.0,1,0,0,0,0,0,0,0,1,35.714285714285715
622,1,100,1,51.221059999999994,4.40134,2,1.0,1,1.0,60.00,95.0,1,0,0,0,0,0,0,0,1,35.714285714285715
623,0,0,0,51.22477,4.40411,3,1.0,0,1.0,55.00,84.0,1,0,0,0,0,0,0,0,1,35.714285714285715
624,1,100,0,51.22472,4.40571,3,1.0,1,1.0,49.00,91.0,1,0,0,0,0,0,0,0,1,28.57142857142857
625,3,100,1,51.22302,4.40819,4,1.0,2,3.0,150.00,100.0,1,0,0,0,0,0,0,0,1,57.14285714285714
626,1,100,0,51.21991,4.3968,2,1.0,0,1.0,59.00,88.0,1,0,0,0,0,0,0,0,1,35.714285714285715
627,1,100,0,51.177929999999996,4.35006,2,1.5,1,2.0,39.00,93.0,0,0,1,0,0,0,0,0,1,14.285714285714285
628,1,100,0,51.21116,4.394769999999999,2,1.0,1,1.0,110.00,91.0,1,0,0,0,0,0,0,0,1,28.57142857142857
629,0,0,0,51.20876,4.412380000000001,2,1.0,1,1.0,75.00,98.0,1,0,0,0,0,0,0,0,1,50.0
630,0,0,0,51.22503,4.405,2,1.0,1,1.0,59.00,91.0,1,0,0,0,0,0,0,0,1,35.714285714285715
631,2,100,1,51.23024,4.41953,3,2.0,2,2.0,56.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
632,1,100,0,51.216590000000004,4.39858,6,1.5,3,4.0,109.00,91.0,1,0,0,0,0,0,0,0,1,35.714285714285715
633,1,97,0,51.211009999999995,4.44247,2,0.5,1,2.0,27.00,91.0,0,0,1,0,0,0,0,0,1,42.857142857142854
634,0,0,0,51.21167,4.394019999999999,5,1.0,2,2.0,100.00,0.0,1,0,0,0,0,0,0,0,1,14.285714285714285
635,1,100,0,51.220079999999996,4.44094,2,1.0,1,1.0,40.00,87.0,1,0,0,0,0,0,0,0,1,42.857142857142854
636,1,100,1,51.183409999999995,4.43235,2,1.0,1,1.0,55.00,98.0,1,0,0,0,0,0,0,0,1,57.14285714285714
637,1,100,1,51.21691,4.43163,7,1.0,2,6.0,95.00,97.0,0,0,1,0,0,0,0,0,1,50.0
638,2,89,1,51.1799,4.3757,4,1.0,2,2.0,85.00,98.0,1,0,0,0,0,0,0,0,1,64.28571428571429
639,3,100,0,51.21478,4.42438,2,1.0,1,1.0,65.00,94.0,1,0,0,0,0,0,0,0,1,42.857142857142854
640,2,89,0,51.220729999999996,4.40764,6,1.0,2,3.0,140.00,98.0,1,0,0,0,0,0,0,0,1,50.0
641,3,100,0,51.20313,4.40835,3,1.0,1,2.0,60.00,100.0,1,0,0,0,0,0,0,0,1,14.285714285714285
642,0,0,0,51.21457,4.40434,2,1.0,1,1.0,139.00,90.0,0,0,1,0,0,0,0,0,1,50.0
643,0,0,0,51.22477,4.41903,3,1.0,1,1.0,75.00,93.0,1,0,0,0,0,0,0,0,1,50.0
644,1,100,1,51.20747,4.41521,2,1.0,1,1.0,58.00,99.0,1,0,0,0,0,0,0,0,1,50.0
645,1,100,0,51.19914,4.41035,6,1.0,1,1.0,100.00,96.0,1,0,0,0,0,0,0,0,1,42.857142857142854
646,0,0,0,51.279579999999996,4.44271,4,1.0,2,3.0,70.00,93.0,1,0,0,0,0,0,0,0,1,42.857142857142854
647,0,0,0,51.205890000000004,4.461880000000001,4,1.0,2,2.0,47.00,96.0,1,0,0,0,0,0,0,0,1,50.0
648,0,0,0,51.2388,4.43801,2,1.0,1,1.0,60.00,92.0,1,0,0,0,0,0,0,0,1,50.0
649,0,0,0,51.22025,4.38552,4,1.0,2,4.0,90.00,91.0,1,0,0,0,0,0,0,0,1,35.714285714285715
650,0,0,0,51.2178,4.414680000000001,1,1.0,1,1.0,15.00,0.0,0,0,1,0,0,0,0,0,1,28.57142857142857
651,1,100,0,51.20342,4.41185,10,2.0,3,10.0,112.00,83.0,1,0,0,0,0,0,0,0,1,35.714285714285715
652,3,100,0,51.23002,4.41752,2,1.0,1,1.0,59.00,100.0,1,0,0,0,0,0,0,0,1,50.0
653,1,100,1,51.22552,4.40736,6,1.0,4,4.0,151.00,94.0,1,0,0,0,0,0,0,0,1,50.0
654,3,80,0,51.21496,4.3989400000000005,4,2.5,2,2.0,180.00,100.0,1,0,0,0,0,0,0,0,1,28.57142857142857
655,1,100,0,51.21987,4.42206,3,1.0,1,1.0,55.00,83.0,1,0,0,0,0,0,0,0,1,42.857142857142854
656,1,100,0,51.2203,4.41744,4,1.0,0,2.0,69.00,92.0,1,0,0,0,0,0,0,0,1,50.0
657,3,100,0,51.19998,4.45247,9,1.0,5,5.0,130.00,95.0,1,0,0,0,0,0,0,0,1,50.0
658,1,100,0,51.208090000000006,4.40221,4,1.0,2,3.0,52.00,83.0,0,0,1,0,0,0,0,0,1,21.428571428571427
659,0,0,0,51.20554,4.44701,2,1.0,0,1.0,75.00,76.0,1,0,0,0,0,0,0,0,1,50.0
660,1,100,1,51.2105,4.39369,2,1.0,1,1.0,65.00,94.0,1,0,0,0,0,0,0,0,1,57.14285714285714
661,0,0,0,51.181259999999995,4.42686,2,1.0,1,1.0,25.00,0.0,1,0,0,0,0,0,0,0,1,42.857142857142854
662,1,100,1,51.21099,4.40029,2,1.0,1,1.0,65.00,98.0,0,0,1,0,0,0,0,0,1,28.57142857142857
663,3,100,0,51.20429,4.40944,2,1.5,1,1.0,35.00,99.0,0,0,1,0,0,0,0,0,1,21.428571428571427
664,1,100,0,51.203990000000005,4.41449,8,2.0,4,4.0,50.00,91.0,0,0,1,0,0,0,0,0,1,57.14285714285714
665,2,100,0,51.217459999999996,4.39864,6,2.0,3,6.0,245.00,94.0,1,0,0,0,0,0,0,0,1,57.14285714285714
666,1,100,0,51.20016,4.39156,4,2.5,2,2.0,175.00,93.0,1,0,0,0,0,0,0,0,1,7.142857142857142
667,1,100,0,51.19995,4.39205,2,1.0,1,1.0,35.00,98.0,0,0,1,0,0,0,0,0,1,0.0
668,1,100,0,51.22422,4.40487,7,2.0,2,3.0,135.00,96.0,1,0,0,0,0,0,0,0,1,42.857142857142854
669,2,86,0,51.208890000000004,4.40064,2,1.0,1,1.0,80.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
670,1,100,0,51.20511,4.402080000000001,4,1.5,1,2.0,129.00,84.0,1,0,0,0,0,0,0,0,1,42.857142857142854
671,1,100,1,51.23217,4.40537,6,2.0,3,3.0,150.00,97.0,1,0,0,0,0,0,0,0,1,57.14285714285714
672,1,100,1,51.218109999999996,4.39743,4,1.0,1,1.0,89.00,99.0,1,0,0,0,0,0,0,0,1,57.14285714285714
673,1,89,0,51.20936,4.39839,2,1.0,1,1.0,35.00,90.0,1,0,0,0,0,0,0,0,1,28.57142857142857
674,1,100,0,51.21903,4.40376,6,1.0,3,3.0,185.00,93.0,1,0,0,0,0,0,0,0,1,50.0
675,4,0,0,51.20818,4.41046,3,1.0,2,3.0,86.00,88.0,1,0,0,0,0,0,0,0,1,42.857142857142854
676,0,0,0,51.20993,4.43578,2,1.0,1,1.0,85.00,90.0,1,0,0,0,0,0,0,0,1,21.428571428571427
677,1,100,1,51.2215,4.42821,4,1.5,2,2.0,69.00,98.0,1,0,0,0,0,0,0,0,1,50.0
678,1,100,1,51.21617,4.41127,4,1.0,2,3.0,150.00,97.0,1,0,0,0,0,0,0,0,1,57.14285714285714
679,1,100,1,51.227740000000004,4.42601,5,1.0,1,3.0,53.00,94.0,1,0,0,0,0,0,0,0,1,50.0
680,0,0,0,51.21502,4.405959999999999,3,1.0,0,1.0,49.00,98.0,1,0,0,0,0,0,0,0,1,21.428571428571427
681,0,0,0,51.22141,4.43004,2,1.0,1,1.0,55.00,100.0,1,0,0,0,0,0,0,0,1,14.285714285714285
682,1,100,0,51.20412,4.39734,2,1.0,1,2.0,51.00,99.0,1,0,0,0,0,0,0,0,1,28.57142857142857
683,1,89,0,51.21707,4.42981,3,1.0,1,2.0,55.00,91.0,1,0,0,0,0,0,0,0,1,42.857142857142854
684,1,100,0,51.217859999999995,4.426480000000001,4,1.0,2,2.0,110.00,98.0,1,0,0,0,0,0,0,0,1,35.714285714285715
685,1,100,0,51.21312,4.39518,6,1.0,2,3.0,64.00,86.0,1,0,0,0,0,0,0,0,1,35.714285714285715
686,0,0,0,51.19635,4.44423,5,1.0,3,3.0,85.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
687,0,0,0,51.2138,4.45085,2,1.0,1,1.0,45.00,95.0,1,0,0,0,0,0,0,0,1,50.0
688,1,100,0,51.21078,4.42823,2,1.5,1,1.0,45.00,93.0,1,0,0,0,0,0,0,0,1,35.714285714285715
689,4,0,0,51.23487,4.411169999999999,1,1.0,0,1.0,30.00,0.0,0,0,1,0,0,0,0,0,1,28.57142857142857
690,1,100,0,51.2242,4.415030000000001,2,1.0,1,1.0,37.00,96.0,0,0,1,0,0,0,0,0,1,50.0
691,1,100,1,51.201570000000004,4.43945,2,1.5,1,1.0,60.00,97.0,0,0,1,0,0,0,0,0,1,21.428571428571427
692,1,100,1,51.207840000000004,4.39051,4,2.5,3,4.0,128.00,96.0,1,0,0,0,0,0,0,0,1,64.28571428571429
693,1,100,0,51.21924,4.42296,5,1.0,2,2.0,105.00,91.0,1,0,0,0,0,0,0,0,1,42.857142857142854
694,1,100,1,51.225559999999994,4.40416,2,1.0,1,1.0,85.00,97.0,1,0,0,0,0,0,0,0,1,35.714285714285715
695,1,100,1,51.201159999999994,4.43791,1,1.0,1,1.0,30.00,99.0,0,0,1,0,0,0,0,0,1,28.57142857142857
696,1,100,1,51.21454,4.43496,3,1.0,2,3.0,95.00,97.0,1,0,0,0,0,0,0,0,1,50.0
697,2,100,0,51.230470000000004,4.41674,2,1.0,1,1.0,44.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
698,2,90,0,51.20771,4.39135,4,1.0,2,3.0,90.00,80.0,1,0,0,0,0,0,0,0,1,21.428571428571427
699,0,0,0,51.2196,4.45873,2,1.0,1,1.0,41.00,99.0,1,0,0,0,0,0,0,0,1,50.0
700,0,0,0,51.21135,4.40152,2,1.0,1,1.0,110.00,97.0,1,0,0,0,0,0,0,0,1,50.0
701,1,100,1,51.21792,4.39963,10,3.5,3,7.0,350.00,99.0,1,0,0,0,0,0,0,0,1,50.0
702,2,100,0,51.21679,4.44011,6,0.5,3,3.0,35.00,91.0,1,0,0,0,0,0,0,0,1,28.57142857142857
703,0,0,0,51.21929,4.4654300000000005,2,1.5,1,1.0,50.00,67.0,0,0,1,0,0,0,0,0,1,42.857142857142854
704,0,0,0,51.22163,4.409619999999999,10,1.0,0,1.0,237.00,96.0,1,0,0,0,0,0,0,0,1,28.57142857142857
705,3,89,0,51.221959999999996,4.41529,2,1.0,1,1.0,54.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
706,2,90,0,51.21087,4.39312,3,1.0,1,2.0,81.00,0.0,1,0,0,0,0,0,0,0,1,57.14285714285714
707,2,92,0,51.20718,4.38422,9,2.0,3,5.0,190.00,95.0,1,0,0,0,0,0,0,0,1,50.0
708,0,0,0,51.22096,4.41792,2,1.0,1,1.0,45.00,87.0,1,0,0,0,0,0,0,0,1,35.714285714285715
709,0,0,0,51.19528,4.40578,1,1.5,1,1.0,19.00,90.0,0,0,0,1,0,0,0,0,1,28.57142857142857
710,1,100,1,51.20814,4.44857,4,1.0,2,2.0,65.00,99.0,1,0,0,0,0,0,0,0,1,57.14285714285714
711,1,100,0,51.2149,4.43079,4,1.0,1,1.0,70.00,94.0,1,0,0,0,0,0,0,0,1,42.857142857142854
712,1,100,0,51.23194,4.405530000000001,4,1.0,1,2.0,68.00,94.0,1,0,0,0,0,0,0,0,1,35.714285714285715
713,2,90,0,51.22453,4.41165,2,1.0,1,1.0,50.00,0.0,0,0,1,0,0,0,0,0,1,35.714285714285715
714,0,0,0,51.21979,4.46535,5,1.5,2,2.0,110.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
715,0,0,0,51.221540000000005,4.47242,2,1.0,1,1.0,45.00,100.0,1,0,0,0,0,0,0,0,1,50.0
716,0,0,0,51.20854,4.41467,2,2.0,0,1.0,32.00,100.0,0,0,1,0,0,0,0,0,1,21.428571428571427
717,2,100,0,51.205709999999996,4.40545,5,1.0,3,3.0,135.00,94.0,1,0,0,0,0,0,0,0,1,28.57142857142857
718,3,100,0,51.20868,4.38844,2,1.0,1,2.0,45.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
719,2,90,0,51.22274,4.4084699999999994,2,1.0,0,1.0,60.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
720,2,90,0,51.20688,4.3926,10,3.0,4,10.0,350.00,0.0,1,0,0,0,0,0,0,0,1,42.857142857142854
721,1,100,1,51.21682,4.41681,2,1.0,1,1.0,74.00,98.0,1,0,0,0,0,0,0,0,1,57.14285714285714
722,0,0,0,51.22187,4.41844,3,1.0,1,1.0,75.00,95.0,1,0,0,0,0,0,0,0,1,35.714285714285715
723,0,0,0,51.20966,4.38743,2,2.0,1,1.0,35.00,100.0,0,0,1,0,0,0,0,0,1,42.857142857142854
724,3,100,0,51.22481,4.40646,2,1.0,1,1.0,160.00,93.0,1,0,0,0,0,0,0,0,1,35.714285714285715
725,0,0,0,51.21045,4.40465,3,1.0,0,2.0,80.00,93.0,1,0,0,0,0,0,0,0,1,50.0
726,1,100,0,51.20377,4.41334,8,1.0,2,8.0,112.00,87.0,1,0,0,0,0,0,0,0,1,21.428571428571427
727,1,100,0,51.2001,4.39175,2,1.0,1,1.0,43.00,96.0,0,0,1,0,0,0,0,0,1,50.0
728,0,0,0,51.20705,4.39979,2,1.0,2,1.0,80.00,98.0,1,0,0,0,0,0,0,0,1,21.428571428571427
729,0,0,1,51.22229,4.4395,2,1.5,1,1.0,37.00,97.0,1,0,0,0,0,0,0,0,1,28.57142857142857
730,0,0,0,51.205659999999995,4.429530000000001,1,1.0,1,1.0,75.00,0.0,1,0,0,0,0,0,0,0,1,42.857142857142854
731,1,100,0,51.17318,4.3935900000000006,3,1.0,1,3.0,82.00,100.0,1,0,0,0,0,0,0,0,1,64.28571428571429
732,0,0,0,51.2189,4.4004,2,1.0,1,2.0,58.00,96.0,1,0,0,0,0,0,0,0,1,50.0
733,0,0,0,51.22203,4.43559,2,1.0,1,1.0,71.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
734,0,0,0,51.21868,4.40583,2,1.0,1,1.0,45.00,94.0,1,0,0,0,0,0,0,0,1,50.0
735,1,100,0,51.22067,4.47553,2,1.0,1,2.0,65.00,90.0,1,0,0,0,0,0,0,0,1,50.0
736,1,100,1,51.22698,4.40337,2,1.5,1,1.0,85.00,97.0,1,0,0,0,0,0,0,0,1,42.857142857142854
737,1,100,0,51.19822,4.42831,2,1.0,1,1.0,45.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
738,3,100,1,51.20089,4.42296,5,1.0,2,4.0,99.00,99.0,1,0,0,0,0,0,0,0,1,50.0
739,2,92,0,51.20666,4.384180000000001,3,1.0,1,2.0,75.00,95.0,1,0,0,0,0,0,0,0,1,42.857142857142854
740,1,100,1,51.22522,4.4,2,1.0,1,1.0,60.00,92.0,1,0,0,0,0,0,0,0,1,42.857142857142854
741,1,100,0,51.201609999999995,4.42983,2,1.0,1,1.0,41.00,95.0,0,0,1,0,0,0,0,0,1,21.428571428571427
742,1,100,0,51.21924,4.39731,4,1.0,1,2.0,75.00,96.0,1,0,0,0,0,0,0,0,1,50.0
743,0,0,0,51.23106,4.413069999999999,2,1.0,1,1.0,0.00,100.0,1,0,0,0,0,0,0,0,1,42.857142857142854
744,0,0,0,51.208909999999996,4.4009,3,1.0,1,2.0,60.00,80.0,1,0,0,0,0,0,0,0,1,35.714285714285715
745,2,100,0,51.20835,4.40912,1,1.0,1,1.0,79.00,98.0,1,0,0,0,0,0,0,0,1,42.857142857142854
746,1,100,0,51.1768,4.35018,2,1.0,1,1.0,52.00,99.0,0,0,1,0,0,0,0,0,1,28.57142857142857
747,0,0,0,51.21549,4.4154800000000005,2,2.5,2,2.0,1250.00,0.0,1,0,0,0,0,0,0,0,1,50.0
748,0,0,0,51.21539,4.434819999999999,4,1.0,2,2.0,80.00,95.0,1,0,0,0,0,0,0,0,1,50.0
749,1,100,1,51.225590000000004,4.404730000000001,2,1.0,1,1.0,37.00,96.0,0,0,1,0,0,0,0,0,1,35.714285714285715
750,0,0,0,51.22262,4.38204,4,1.5,2,2.0,80.00,100.0,1,0,0,0,0,0,0,0,1,50.0
751,0,0,0,51.21286,4.39631,2,1.0,1,1.0,90.00,99.0,1,0,0,0,0,0,0,0,1,28.57142857142857
752,1,100,1,51.21425,4.402430000000001,2,1.0,1,1.0,47.00,100.0,1,0,0,0,0,0,0,0,1,35.714285714285715
753,1,100,0,51.2261,4.422540000000001,4,1.5,1,1.0,70.00,93.0,1,0,0,0,0,0,0,0,1,35.714285714285715
754,2,90,0,51.20561,4.388669999999999,6,2.0,3,6.0,180.00,0.0,1,0,0,0,0,0,0,0,1,35.714285714285715
755,3,90,0,51.19446,4.4032,2,1.5,1,1.0,55.00,97.0,1,0,0,0,0,0,0,0,1,28.57142857142857
